,unit_number,cycles,setting_1,setting_2,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL,Lifecycle_class
2360,11,225,0.0006,-0.0004,643.28,1604.2,1415.65,14.62,21.61,552.75,2388.11,9126.81,1.3,48.0,520.17,2388.08,8196.21,8.4877,396,2388,100.0,38.62,23.13,15,Brand new
2361,11,226,-0.0003,-0.0001,643.26,1601.06,1418.47,14.62,21.61,552.49,2388.2,9127.0,1.3,47.97,520.04,2388.12,8196.85,8.5266,395,2388,100.0,38.57,23.1209,14,Brand new
2362,11,227,0.0011,-0.0004,643.04,1605.96,1431.26,14.62,21.61,551.89,2388.1,9132.23,1.3,48.0,520.36,2388.12,8200.57,8.4435,396,2388,100.0,38.68,23.2125,13,Brand new
2363,11,228,0.0006,-0.0001,643.24,1605.75,1418.52,14.62,21.61,551.13,2388.17,9131.81,1.3,48.0,520.81,2388.16,8204.7,8.4726,396,2388,100.0,38.6,23.1412,12,Brand new
2364,11,229,0.0002,0.0004,643.57,1594.52,1418.75,14.62,21.61,552.74,2388.13,9147.23,1.3,47.97,520.54,2388.08,8204.27,8.4909,396,2388,100.0,38.56,23.1104,11,Brand new
2365,11,230,-0.001,-0.0004,643.45,1600.48,1421.19,14.62,21.61,551.46,2388.1,9137.16,1.3,48.11,520.58,2388.13,8203.44,8.4853,395,2388,100.0,38.41,23.0951,10,Brand new
2366,11,231,-0.0006,0.0004,643.77,1605.96,1416.66,14.62,21.61,552.66,2388.09,9136.72,1.3,47.99,521.13,2388.1,8207.25,8.5039,397,2388,100.0,38.51,23.0519,9,Brand new
2367,11,232,0.0006,-0.0002,643.57,1608.8,1415.05,14.62,21.61,552.5,2388.17,9138.91,1.3,48.06,520.3,2388.15,8210.31,8.5408,395,2388,100.0,38.71,23.0727,8,Brand new
2368,11,233,0.0002,-0.0002,643.4,1605.43,1423.14,14.62,21.61,552.56,2388.12,9138.15,1.3,47.84,520.75,2388.13,8210.46,8.4921,395,2388,100.0,38.53,23.2003,7,Brand new
2369,11,234,0.0016,-0.0,643.65,1592.79,1420.0,14.62,21.61,551.69,2388.18,9145.42,1.3,47.94,520.86,2388.13,8209.19,8.5148,397,2388,100.0,38.56,23.0208,6,Brand new
2370,11,235,0.0065,0.0003,643.22,1597.07,1426.16,14.62,21.61,552.6,2388.17,9153.67,1.3,48.01,520.66,2388.14,8209.57,8.5183,395,2388,100.0,38.37,23.0664,5,Brand new
2371,11,236,0.0009,0.0004,643.6,1609.02,1420.43,14.62,21.61,551.82,2388.12,9145.76,1.3,48.03,519.95,2388.14,8210.25,8.5166,397,2388,100.0,38.28,23.1657,4,Brand new
2372,11,237,0.0004,-0.0003,643.5,1601.64,1429.22,14.62,21.61,552.54,2388.25,9152.41,1.3,48.16,520.39,2388.18,8208.22,8.5383,395,2388,100.0,38.49,23.1025,3,Brand new
2373,11,238,-0.003,0.0002,643.27,1607.24,1426.44,14.62,21.61,550.55,2388.18,9150.92,1.3,48.04,520.18,2388.12,8214.81,8.5121,396,2388,100.0,38.33,23.1283,2,Brand new
2374,11,239,-0.0001,-0.0004,643.68,1608.34,1424.85,14.62,21.61,552.0,2388.23,9151.7,1.3,48.24,520.07,2388.17,8218.6,8.4947,396,2388,100.0,38.49,23.0304,1,Brand new
2375,11,240,0.0002,0.0001,643.52,1598.71,1432.38,14.62,21.61,552.03,2388.19,9155.67,1.3,48.19,519.94,2388.16,8218.2,8.5135,397,2388,100.0,38.28,23.0558,0,Brand new
2376,12,1,0.0017,0.0003,642.39,1586.1,1402.11,14.62,21.61,554.1,2388.06,9052.13,1.3,47.54,520.94,2388.09,8130.76,8.4214,394,2388,100.0,38.78,23.2348,169,Attention required
2377,12,2,-0.0004,0.0004,642.43,1592.56,1406.54,14.62,21.61,553.17,2388.11,9042.55,1.3,47.5,521.81,2388.12,8125.37,8.4005,393,2388,100.0,38.95,23.3202,168,Attention required
2378,12,3,-0.0005,-0.0,642.35,1587.14,1403.33,14.62,21.61,553.6,2388.1,9033.93,1.3,47.44,521.48,2388.11,8128.94,8.4089,393,2388,100.0,38.79,23.2922,167,Attention required
2379,12,4,-0.002,0.0004,642.5,1594.4,1409.25,14.62,21.61,552.67,2388.11,9046.28,1.3,47.54,521.43,2388.18,8124.09,8.438,392,2388,100.0,38.84,23.4524,166,Attention required
2380,12,5,0.0064,-0.0002,642.81,1584.77,1410.35,14.62,21.61,553.07,2388.06,9045.8,1.3,47.68,521.47,2388.11,8126.65,8.4478,393,2388,100.0,39.04,23.3366,165,Attention required
2381,12,6,0.0018,-0.0002,642.64,1586.47,1409.04,14.62,21.61,553.98,2388.09,9051.29,1.3,47.56,521.61,2388.09,8132.42,8.43,393,2388,100.0,38.86,23.2776,164,Attention required
2382,12,7,0.0005,-0.0003,642.54,1585.61,1411.32,14.62,21.61,553.46,2388.09,9048.64,1.3,47.62,521.57,2388.1,8129.4,8.4406,392,2388,100.0,38.8,23.1772,163,Attention required
2383,12,8,-0.003,0.0002,642.37,1590.47,1410.7,14.62,21.61,553.08,2388.12,9049.68,1.3,47.42,521.67,2388.12,8131.46,8.4247,391,2388,100.0,38.76,23.3676,162,Attention required
2384,12,9,0.001,-0.0001,641.95,1585.75,1399.4,14.62,21.61,553.66,2388.06,9048.35,1.3,47.34,521.28,2388.14,8124.76,8.4223,393,2388,100.0,38.81,23.3485,161,Attention required
2385,12,10,-0.0007,-0.0003,642.37,1592.2,1402.29,14.62,21.61,553.36,2388.12,9048.97,1.3,47.6,521.14,2388.07,8127.45,8.4531,392,2388,100.0,38.8,23.2907,160,Attention required
2386,12,11,-0.001,0.0003,642.47,1592.71,1412.44,14.62,21.61,554.14,2388.16,9051.27,1.3,47.69,520.8,2388.07,8125.32,8.4125,394,2388,100.0,38.82,23.4365,159,Attention required
2387,12,12,-0.0026,-0.0001,643.0,1581.29,1407.38,14.62,21.61,553.55,2388.18,9045.24,1.3,47.57,521.06,2388.15,8128.57,8.4162,394,2388,100.0,38.87,23.3298,158,Attention required
2388,12,13,-0.0018,0.0003,643.31,1592.33,1405.14,14.62,21.61,553.8,2388.12,9046.7,1.3,47.49,521.54,2388.12,8125.86,8.4265,393,2388,100.0,38.86,23.2345,157,Attention required
2389,12,14,-0.0014,-0.0004,642.94,1589.91,1408.12,14.62,21.61,553.06,2388.09,9048.72,1.3,47.35,521.11,2388.11,8129.95,8.4531,393,2388,100.0,38.82,23.3559,156,Attention required
2390,12,15,0.0013,-0.0001,642.22,1592.95,1404.86,14.62,21.61,554.61,2388.18,9050.76,1.3,47.59,521.63,2388.1,8126.32,8.4178,393,2388,100.0,38.99,23.1797,155,Mature
2391,12,16,-0.0021,0.0002,642.41,1585.13,1403.71,14.62,21.61,553.97,2388.07,9046.65,1.3,47.58,521.41,2388.15,8130.86,8.4331,394,2388,100.0,38.67,23.3922,154,Mature
2392,12,17,-0.0008,-0.0004,642.62,1590.64,1409.69,14.62,21.61,553.95,2388.11,9045.23,1.3,47.49,521.49,2388.13,8125.47,8.4058,393,2388,100.0,38.94,23.3341,153,Mature
2393,12,18,-0.0049,-0.0002,642.27,1588.16,1412.6,14.62,21.61,553.81,2388.13,9044.59,1.3,47.52,521.2,2388.13,8128.62,8.4239,391,2388,100.0,38.78,23.327,152,Mature
2394,12,19,0.0007,0.0005,642.68,1596.79,1408.97,14.62,21.61,553.24,2388.1,9046.96,1.3,47.55,521.24,2388.14,8128.48,8.4224,393,2388,100.0,38.9,23.2769,151,Mature
2395,12,20,0.0002,-0.0001,642.89,1586.86,1407.65,14.62,21.61,553.67,2388.13,9046.24,1.3,47.43,521.67,2388.08,8131.33,8.4372,394,2388,100.0,39.04,23.2657,150,Mature
2396,12,21,0.0016,-0.0004,642.86,1594.72,1404.49,14.62,21.61,553.76,2388.13,9049.54,1.3,47.55,521.72,2388.07,8132.32,8.4298,392,2388,100.0,38.96,23.3372,149,Mature
2397,12,22,0.0006,-0.0003,642.81,1588.36,1409.01,14.62,21.61,554.01,2388.17,9038.25,1.3,47.54,521.84,2388.09,8123.59,8.4275,391,2388,100.0,38.87,23.253,148,Mature
2398,12,23,0.0012,-0.0003,642.64,1593.21,1403.92,14.62,21.61,553.35,2388.08,9045.89,1.3,47.17,521.56,2388.05,8122.02,8.4223,392,2388,100.0,39.04,23.2086,147,Mature
2399,12,24,0.0016,0.0003,642.74,1588.51,1407.22,14.62,21.61,553.65,2388.09,9054.16,1.3,47.48,521.38,2388.1,8126.25,8.4551,391,2388,100.0,38.84,23.3228,146,Mature
2400,12,25,-0.0017,0.0005,642.37,1589.24,1409.74,14.62,21.61,553.19,2388.14,9047.34,1.3,47.31,521.55,2388.12,8125.17,8.4276,392,2388,100.0,38.74,23.2553,145,Mature
2401,12,26,0.0001,0.0002,642.76,1581.49,1410.57,14.62,21.61,553.19,2388.13,9051.64,1.3,47.59,521.54,2388.13,8122.4,8.4273,394,2388,100.0,38.84,23.3767,144,Mature
2402,12,27,0.0004,0.0005,642.41,1582.28,1410.61,14.62,21.61,553.87,2388.12,9047.26,1.3,47.51,521.32,2388.1,8129.15,8.449,393,2388,100.0,39.02,23.3578,143,Mature
2403,12,28,-0.0007,0.0005,642.12,1590.92,1409.23,14.62,21.61,554.27,2388.1,9056.44,1.3,47.58,521.61,2388.1,8124.24,8.4467,393,2388,100.0,38.96,23.283,142,Mature
2404,12,29,0.0034,-0.0,642.79,1583.54,1409.43,14.62,21.61,553.21,2388.11,9047.45,1.3,47.6,521.29,2388.13,8125.26,8.4204,393,2388,100.0,38.63,23.2957,141,Mature
2405,12,30,-0.0016,-0.0003,642.86,1594.49,1400.58,14.62,21.61,553.52,2388.15,9048.31,1.3,47.4,521.62,2388.12,8133.57,8.4577,393,2388,100.0,38.9,23.2759,140,Mature
2406,12,31,-0.0004,-0.0001,642.62,1585.54,1404.71,14.62,21.61,553.64,2388.09,9043.46,1.3,47.59,521.44,2388.14,8125.29,8.4193,392,2388,100.0,38.72,23.2314,139,Mature
2407,12,32,0.0015,-0.0001,642.79,1596.75,1408.2,14.62,21.61,552.8,2388.06,9048.38,1.3,47.52,521.3,2388.1,8125.44,8.4478,393,2388,100.0,38.7,23.1458,138,Mature
2408,12,33,-0.0009,-0.0,642.41,1589.35,1406.3,14.62,21.61,553.1,2388.06,9044.7,1.3,47.51,521.33,2388.08,8123.56,8.4577,393,2388,100.0,38.94,23.3029,137,Mature
2409,12,34,0.0015,-0.0004,642.57,1591.88,1409.24,14.62,21.61,553.1,2388.1,9036.32,1.3,47.64,521.64,2388.14,8124.01,8.4652,394,2388,100.0,38.6,23.3334,136,Mature
2410,12,35,0.0021,0.0,642.79,1588.11,1407.2,14.62,21.61,553.78,2388.14,9048.56,1.3,47.46,521.68,2388.17,8131.01,8.4219,392,2388,100.0,38.79,23.2092,135,Mature
2411,12,36,0.003,-0.0004,642.91,1592.47,1400.78,14.62,21.61,553.33,2388.15,9045.66,1.3,47.49,521.59,2388.16,8131.97,8.4437,392,2388,100.0,38.8,23.1813,134,Mature
2412,12,37,0.0013,0.0003,642.41,1592.1,1410.24,14.62,21.61,553.22,2388.09,9042.92,1.3,47.62,521.66,2388.11,8123.24,8.461,393,2388,100.0,38.78,23.2468,133,Mature
2413,12,38,-0.0001,0.0005,642.73,1595.43,1405.1,14.62,21.61,553.41,2388.09,9048.6,1.3,47.45,521.18,2388.06,8126.77,8.4427,394,2388,100.0,38.91,23.3641,132,Mature
2414,12,39,-0.0002,0.0001,642.3,1590.38,1412.85,14.62,21.61,552.59,2388.1,9044.67,1.3,47.39,521.82,2388.13,8126.49,8.4596,393,2388,100.0,38.8,23.3236,131,Mature
2415,12,40,-0.0014,-0.0001,642.16,1587.52,1411.14,14.62,21.61,553.14,2388.15,9043.68,1.3,47.63,521.37,2388.18,8127.63,8.4713,394,2388,100.0,38.89,23.3179,130,Mature
2416,12,41,-0.0016,0.0004,642.17,1588.32,1412.07,14.62,21.61,553.12,2388.09,9044.54,1.3,47.52,521.75,2388.14,8124.92,8.4289,393,2388,100.0,38.82,23.2325,129,Mature
2417,12,42,-0.0042,0.0005,642.97,1594.0,1407.56,14.62,21.61,553.09,2388.09,9044.59,1.3,47.33,521.09,2388.1,8126.9,8.4573,394,2388,100.0,38.92,23.2672,128,Mature
2418,12,43,-0.0009,-0.0001,642.35,1590.12,1412.04,14.62,21.61,553.17,2388.12,9042.53,1.3,47.5,521.67,2388.16,8130.51,8.4322,393,2388,100.0,38.81,23.2876,127,Mature
2419,12,44,-0.0031,-0.0,642.5,1591.36,1405.39,14.62,21.61,552.98,2388.09,9042.02,1.3,47.36,521.47,2388.08,8130.19,8.4792,392,2388,100.0,38.98,23.2084,126,Mature
2420,12,45,-0.0018,0.0001,642.76,1598.73,1409.85,14.62,21.61,553.38,2388.13,9052.92,1.3,47.64,521.07,2388.13,8124.06,8.4452,395,2388,100.0,38.84,23.2244,125,Mature
2421,12,46,-0.0003,-0.0003,642.39,1595.76,1407.58,14.62,21.61,553.34,2388.14,9047.42,1.3,47.52,521.51,2388.14,8129.9,8.4562,392,2388,100.0,38.96,23.2746,124,Mature
2422,12,47,0.001,-0.0004,642.27,1588.92,1406.25,14.62,21.61,553.29,2388.12,9046.58,1.3,47.4,521.62,2388.11,8127.5,8.4674,392,2388,100.0,38.7,23.2926,123,Mature
2423,12,48,0.0001,-0.0,642.47,1588.91,1412.42,14.62,21.61,553.53,2388.13,9041.32,1.3,47.59,522.13,2388.13,8120.26,8.4539,393,2388,100.0,38.79,23.3173,122,Mature
2424,12,49,0.0013,0.0003,642.84,1587.07,1400.39,14.62,21.61,553.4,2388.14,9044.57,1.3,47.51,521.8,2388.16,8125.06,8.453,394,2388,100.0,38.78,23.3632,121,Mature
2425,12,50,0.0009,0.0004,642.19,1591.98,1409.02,14.62,21.61,554.09,2388.15,9045.83,1.3,47.45,521.52,2388.14,8121.78,8.4323,391,2388,100.0,39.0,23.3382,120,Mature
2426,12,51,-0.0025,0.0004,643.1,1587.83,1413.22,14.62,21.61,553.77,2388.14,9046.08,1.3,47.49,521.4,2388.13,8121.37,8.4547,392,2388,100.0,38.83,23.3548,119,Mature
2427,12,52,0.0014,-0.0,642.6,1583.57,1408.59,14.62,21.61,553.85,2388.12,9045.76,1.3,47.36,521.26,2388.1,8122.98,8.4275,394,2388,100.0,38.96,23.3101,118,Mature
2428,12,53,0.0019,-0.0004,642.66,1592.1,1404.21,14.62,21.61,552.16,2388.16,9044.63,1.3,47.55,521.59,2388.18,8124.69,8.4391,393,2388,100.0,38.62,23.2922,117,Mature
2429,12,54,0.0063,-0.0,642.59,1588.31,1411.94,14.62,21.61,554.08,2388.13,9059.27,1.3,47.49,521.4,2388.15,8127.99,8.446,394,2388,100.0,38.88,23.4037,116,Mature
2430,12,55,-0.0005,0.0002,642.8,1594.84,1414.35,14.62,21.61,553.39,2388.15,9045.65,1.3,47.8,521.48,2388.11,8127.05,8.4466,392,2388,100.0,38.72,23.3149,115,Mature
2431,12,56,-0.0001,0.0004,642.47,1588.91,1408.46,14.62,21.61,552.87,2388.12,9047.98,1.3,47.55,521.49,2388.15,8134.34,8.4174,394,2388,100.0,38.86,23.3335,114,Mature
2432,12,57,0.0027,0.0001,643.42,1596.13,1407.61,14.62,21.61,553.22,2388.12,9045.76,1.3,47.59,520.99,2388.12,8132.63,8.4594,394,2388,100.0,38.91,23.2622,113,Mature
2433,12,58,0.0011,0.0005,642.18,1592.85,1406.46,14.62,21.61,553.62,2388.07,9046.5,1.3,47.6,521.79,2388.13,8126.91,8.4689,393,2388,100.0,38.8,23.2417,112,Mature
2434,12,59,-0.0032,0.0003,643.05,1595.21,1402.56,14.62,21.61,552.63,2388.16,9049.77,1.3,47.45,521.31,2388.11,8120.52,8.4334,393,2388,100.0,38.82,23.3714,111,Mature
2435,12,60,-0.0017,-0.0004,642.25,1596.61,1413.02,14.62,21.61,553.21,2388.14,9052.12,1.3,47.72,521.49,2388.12,8129.47,8.4115,394,2388,100.0,38.75,23.3122,110,Mature
2436,12,61,-0.0017,-0.0004,642.85,1589.81,1406.41,14.62,21.61,552.96,2388.11,9039.47,1.3,47.65,520.76,2388.15,8127.47,8.4192,394,2388,100.0,38.69,23.3281,109,Mature
2437,12,62,-0.004,-0.0003,642.21,1590.03,1409.63,14.62,21.61,552.86,2388.16,9048.09,1.3,47.57,521.38,2388.14,8127.77,8.4393,392,2388,100.0,38.68,23.3127,108,Mature
2438,12,63,-0.001,0.0001,642.57,1592.3,1409.09,14.62,21.61,553.21,2388.17,9044.16,1.3,47.54,521.54,2388.16,8127.36,8.4358,392,2388,100.0,38.83,23.312,107,Mature
2439,12,64,0.0025,-0.0001,642.72,1592.81,1411.9,14.62,21.61,553.6,2388.17,9053.41,1.3,47.42,521.79,2388.16,8125.3,8.4087,393,2388,100.0,38.79,23.3106,106,Mature
2440,12,65,0.0023,-0.0002,642.97,1596.75,1414.56,14.62,21.61,553.78,2388.12,9046.88,1.3,47.59,521.9,2388.09,8131.83,8.4337,392,2388,100.0,38.83,23.2463,105,Mature
2441,12,66,-0.0021,-0.0,642.61,1589.21,1406.22,14.62,21.61,553.39,2388.16,9045.86,1.3,47.64,521.41,2388.07,8121.95,8.4691,394,2388,100.0,38.8,23.222,104,Mature
2442,12,67,0.0027,-0.0001,642.81,1586.58,1406.37,14.62,21.61,553.17,2388.14,9049.52,1.3,47.58,521.19,2388.14,8132.69,8.4348,392,2388,100.0,38.63,23.2567,103,Healthy
2443,12,68,0.002,-0.0004,642.62,1590.13,1411.87,14.62,21.61,552.82,2388.21,9047.7,1.3,47.52,521.51,2388.12,8124.68,8.4531,392,2388,100.0,38.9,23.2913,102,Healthy
2444,12,69,-0.0002,0.0002,642.78,1588.31,1420.36,14.62,21.61,553.19,2388.12,9043.71,1.3,47.52,520.98,2388.11,8125.23,8.4554,394,2388,100.0,38.88,23.2297,101,Healthy
2445,12,70,0.0034,0.0001,642.93,1588.41,1406.66,14.62,21.61,553.53,2388.14,9046.07,1.3,47.58,521.52,2388.16,8129.31,8.4116,392,2388,100.0,38.82,23.3584,100,Healthy
2446,12,71,0.002,0.0001,642.3,1587.35,1405.68,14.62,21.61,553.75,2388.08,9051.01,1.3,47.53,521.34,2388.15,8131.16,8.4173,394,2388,100.0,38.75,23.4068,99,Healthy
2447,12,72,0.0024,-0.0002,642.41,1590.65,1414.47,14.62,21.61,553.17,2388.12,9056.26,1.3,47.52,520.84,2388.17,8126.94,8.4585,394,2388,100.0,38.72,23.2232,98,Healthy
2448,12,73,0.0027,-0.0002,642.62,1591.9,1405.42,14.62,21.61,553.24,2388.13,9051.4,1.3,47.66,522.18,2388.15,8123.25,8.4597,395,2388,100.0,38.78,23.328,97,Healthy
2449,12,74,-0.0021,0.0,642.62,1584.62,1406.39,14.62,21.61,553.31,2388.15,9047.56,1.3,47.79,521.47,2388.14,8125.93,8.4208,393,2388,100.0,38.84,23.3163,96,Healthy
2450,12,75,-0.0005,-0.0002,642.64,1588.03,1406.82,14.62,21.61,553.07,2388.14,9043.55,1.3,47.66,520.75,2388.07,8127.52,8.4235,394,2388,100.0,38.72,23.2164,95,Healthy
2451,12,76,0.0024,0.0002,642.56,1588.67,1405.95,14.62,21.61,553.32,2388.15,9051.14,1.3,47.69,521.27,2388.11,8123.71,8.4552,395,2388,100.0,38.75,23.2364,94,Healthy
2452,12,77,0.0007,-0.0003,643.27,1591.27,1406.28,14.62,21.61,554.03,2388.11,9045.54,1.3,47.41,521.33,2388.08,8123.64,8.4669,391,2388,100.0,38.81,23.2573,93,Healthy
2453,12,78,-0.0005,0.0001,643.25,1591.94,1413.68,14.62,21.61,553.33,2388.1,9044.5,1.3,47.65,521.46,2388.15,8127.91,8.4515,392,2388,100.0,38.86,23.3066,92,Healthy
2454,12,79,0.0012,-0.0002,642.64,1590.61,1408.29,14.62,21.61,552.69,2388.16,9046.43,1.3,47.47,520.79,2388.13,8124.03,8.4181,393,2388,100.0,38.87,23.2958,91,Healthy
2455,12,80,0.0012,0.0004,643.14,1586.51,1415.59,14.62,21.61,553.56,2388.16,9040.82,1.3,47.39,521.12,2388.13,8122.86,8.4599,392,2388,100.0,38.73,23.3178,90,Healthy
2456,12,81,-0.002,0.0003,643.02,1584.68,1412.22,14.62,21.61,553.27,2388.13,9054.63,1.3,47.66,521.53,2388.15,8127.68,8.4732,393,2388,100.0,38.74,23.284,89,Healthy
2457,12,82,0.0053,0.0005,643.25,1589.34,1404.4,14.62,21.61,553.66,2388.14,9049.13,1.3,47.47,520.85,2388.2,8125.46,8.449,392,2388,100.0,38.81,23.3187,88,Healthy
2458,12,83,-0.0018,0.0001,642.02,1594.89,1408.9,14.62,21.61,552.5,2388.19,9035.95,1.3,47.69,520.65,2388.11,8122.64,8.4449,392,2388,100.0,38.98,23.2296,87,Healthy
2459,12,84,0.0016,0.0004,642.47,1594.14,1407.82,14.62,21.61,552.3,2388.09,9051.21,1.3,47.58,521.19,2388.13,8124.38,8.4478,394,2388,100.0,38.73,23.1737,86,Healthy
2460,12,85,-0.0009,-0.0002,642.6,1585.73,1413.71,14.62,21.61,553.42,2388.13,9045.67,1.3,47.81,521.4,2388.12,8124.29,8.4884,393,2388,100.0,38.8,23.3388,85,Healthy
2461,12,86,0.0072,0.0002,642.37,1591.1,1415.28,14.62,21.61,552.38,2388.12,9046.37,1.3,47.55,520.79,2388.18,8124.05,8.455,393,2388,100.0,38.88,23.2544,84,Healthy
2462,12,87,0.0011,-0.0001,642.98,1586.54,1403.94,14.62,21.61,552.21,2388.09,9046.31,1.3,47.43,521.32,2388.15,8123.21,8.4327,394,2388,100.0,38.84,23.301,83,Healthy
2463,12,88,0.0017,-0.0004,642.96,1592.5,1407.16,14.62,21.61,553.42,2388.18,9043.53,1.3,47.67,521.34,2388.17,8127.67,8.4723,392,2388,100.0,38.69,23.2846,82,Healthy
2464,12,89,-0.0039,0.0005,642.46,1590.54,1414.97,14.62,21.61,552.86,2388.12,9045.73,1.3,47.48,520.65,2388.12,8127.79,8.4149,391,2388,100.0,38.9,23.292,81,Healthy
2465,12,90,0.0004,0.0005,642.65,1591.09,1410.93,14.62,21.61,553.61,2388.16,9047.9,1.3,47.75,521.46,2388.15,8123.78,8.4813,394,2388,100.0,38.81,23.2101,80,Healthy
2466,12,91,0.0005,-0.0002,643.09,1591.52,1412.95,14.62,21.61,553.74,2388.11,9045.83,1.3,47.5,521.12,2388.15,8125.98,8.4604,393,2388,100.0,38.6,23.1479,79,Healthy
2467,12,92,0.0021,0.0001,643.14,1593.57,1405.97,14.62,21.61,552.31,2388.17,9045.81,1.3,47.87,520.6,2388.12,8132.41,8.4352,393,2388,100.0,38.6,23.2152,78,Healthy
2468,12,93,0.0009,-0.0003,643.15,1587.64,1414.14,14.62,21.61,553.53,2388.16,9050.01,1.3,47.83,521.57,2388.13,8123.55,8.4402,393,2388,100.0,38.76,23.2344,77,Healthy
2469,12,94,-0.0041,0.0,642.48,1596.66,1409.75,14.62,21.61,552.98,2388.16,9039.46,1.3,47.65,521.53,2388.18,8128.75,8.4628,394,2388,100.0,38.85,23.2269,76,Healthy
2470,12,95,0.0006,0.0003,642.9,1590.23,1408.66,14.62,21.61,552.31,2388.11,9042.87,1.3,47.73,521.45,2388.16,8127.39,8.4852,394,2388,100.0,38.83,23.2761,75,Healthy
2471,12,96,-0.0021,-0.0004,642.54,1584.94,1412.03,14.62,21.61,552.85,2388.14,9050.54,1.3,47.7,521.06,2388.18,8124.55,8.4466,392,2388,100.0,38.82,23.1321,74,Healthy
2472,12,97,0.0017,0.0004,643.01,1592.11,1409.96,14.62,21.61,552.77,2388.18,9046.68,1.3,47.59,521.21,2388.16,8124.95,8.4595,394,2388,100.0,38.72,23.3156,73,Healthy
2473,12,98,-0.0007,0.0,642.89,1590.63,1407.46,14.62,21.61,553.0,2388.15,9038.1,1.3,47.49,521.48,2388.09,8132.61,8.4301,395,2388,100.0,38.92,23.239,72,Healthy
2474,12,99,0.0027,-0.0001,642.65,1592.47,1414.0,14.62,21.61,552.84,2388.12,9046.59,1.3,47.67,521.24,2388.14,8129.29,8.4132,393,2388,100.0,38.64,23.2527,71,Healthy
2475,12,100,-0.0032,0.0005,642.93,1592.94,1409.98,14.62,21.61,553.38,2388.14,9050.24,1.3,47.65,521.07,2388.13,8122.41,8.448,392,2388,100.0,38.76,23.3091,70,Healthy
2476,12,101,0.0014,0.0002,641.86,1592.94,1405.95,14.62,21.61,552.88,2388.15,9047.32,1.3,47.66,521.56,2388.09,8129.8,8.4421,393,2388,100.0,38.91,23.2826,69,Healthy
2477,12,102,0.0016,-0.0003,643.08,1596.33,1416.0,14.62,21.61,553.38,2388.11,9046.83,1.3,47.69,520.93,2388.13,8122.67,8.4379,393,2388,100.0,38.88,23.2423,68,Healthy
2478,12,103,0.0027,-0.0001,642.77,1597.71,1413.83,14.62,21.61,552.81,2388.12,9051.41,1.3,47.71,521.2,2388.14,8130.39,8.4985,393,2388,100.0,38.86,23.2156,67,Healthy
2479,12,104,-0.002,-0.0003,642.7,1588.44,1411.71,14.62,21.61,553.52,2388.15,9042.83,1.3,47.73,521.05,2388.14,8122.38,8.4867,393,2388,100.0,38.76,23.177,66,Healthy
2480,12,105,-0.0005,0.0003,642.89,1597.38,1412.6,14.62,21.61,553.2,2388.2,9041.94,1.3,47.68,520.6,2388.12,8124.19,8.4639,394,2388,100.0,38.79,23.1808,65,Healthy
2481,12,106,0.0018,-0.0004,643.09,1597.25,1409.57,14.62,21.61,552.82,2388.15,9041.48,1.3,47.5,520.94,2388.17,8128.52,8.4269,393,2388,100.0,38.99,23.3442,64,Healthy
2482,12,107,-0.0006,0.0001,642.94,1594.02,1417.46,14.62,21.61,553.32,2388.18,9051.61,1.3,47.59,520.62,2388.19,8130.83,8.4534,394,2388,100.0,38.79,23.2876,63,Healthy
2483,12,108,0.0012,0.0001,642.91,1594.45,1408.39,14.62,21.61,552.79,2388.13,9046.87,1.3,47.74,521.2,2388.14,8126.8,8.4474,395,2388,100.0,38.7,23.1949,62,Healthy
2484,12,109,-0.0015,0.0004,642.94,1595.94,1419.38,14.62,21.61,552.71,2388.19,9054.21,1.3,47.7,521.76,2388.11,8124.52,8.4799,395,2388,100.0,38.66,23.2645,61,Healthy
2485,12,110,0.0013,-0.0002,642.84,1592.11,1412.7,14.62,21.61,553.39,2388.17,9051.24,1.3,47.7,521.69,2388.14,8128.89,8.4621,392,2388,100.0,38.59,23.1781,60,Healthy
2486,12,111,-0.0018,-0.0003,643.07,1589.65,1411.45,14.62,21.61,553.44,2388.17,9060.73,1.3,47.59,520.45,2388.15,8130.39,8.45,394,2388,100.0,38.59,23.2852,59,Healthy
2487,12,112,0.0004,0.0003,642.74,1595.7,1409.29,14.62,21.61,553.11,2388.17,9048.04,1.3,47.74,520.55,2388.17,8127.24,8.4565,395,2388,100.0,38.62,23.3082,58,Healthy
2488,12,113,0.001,0.0005,642.79,1595.31,1409.84,14.62,21.61,553.07,2388.18,9055.17,1.3,47.69,521.06,2388.17,8121.59,8.4496,394,2388,100.0,38.74,23.2764,57,Healthy
2489,12,114,-0.002,0.0005,642.86,1598.13,1419.34,14.62,21.61,552.76,2388.19,9045.08,1.3,47.5,520.59,2388.13,8124.98,8.4382,392,2388,100.0,38.79,23.1929,56,Healthy
2490,12,115,-0.0007,-0.0001,642.75,1588.68,1416.2,14.62,21.61,553.31,2388.17,9046.25,1.3,47.73,520.83,2388.15,8122.78,8.4409,394,2388,100.0,38.67,23.19,55,Healthy
